Name,0,2,4,6,8,0a,flag,0e,race,level,hp,14,mp,18,st,1c,ma,vt,ag,lu,2e,30,Inheritence Preference,34,macca,exp,3a,ai script,ai skill 1-1,ai skill 1-2,ai skill 1-3,ai skill 1-4,ai skill 1-5,ai skill 2-1,ai skill 2-2,ai skill 2-3,ai skill 2-4,ai skill 2-5,ai skill 3-1,ai skill 3-2,ai skill 3-3,ai skill 3-4,ai skill 3-5,learn skill 1,learn skill 2,learn skill 3,learn skill 4,learn skill 5,learn skill 6,learn skill 7,learn skill 8,learn skill 9,learn skill 10,learn skill 11,learn skill 12,binary skill affinities,Inher B1,Breath Skills,Wing Skills,Eye Skills,Lunge Skills,Bite Skills,Claw Skills,Not Dante?,Weapon Skills,Inher B10,Proper Women?,Talk Skills
Efreet,10,0,0,1281,256,0,2,0,9,52,402,402,225,225,15,0,23,15,14,9,0,0,3: Fire,2203,392,396,17,70,Attack: 20,Maragidyne: 30,Prominence: 30,Makakaja: 20,None: 0,Attack: 10,Maragidyne: 30,Prominence: 10,Makakaja: 50,None: 0,Attack: 20,Maragidyne: 40,Prominence: 40,None: 0,None: 0,Agidyne: level 0,Taunt: level 0,Makakaja: level 1,Makakaja: level 1,Mana Refill: level 2,Mana Refill: level 2,Maragidyne: level 3,Maragidyne: level 3,Beckon Call: level 4,Beckon Call: level 4,Prominence: level 5,Prominence: level 5,0b100010011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Purski,10,0,0,1281,256,0,0,0,9,48,390,390,189,189,19,0,15,17,9,12,0,0,6: Force,2459,344,341,1,70,Attack: 60,Binding Cry: 20,Panic Voice: 20,None: 0,None: 0,Attack: 30,Binding Cry: 35,Panic Voice: 35,None: 0,None: 0,Mazandyne: 40,Chaos Blade: 40,Attack: 20,None: 0,None: 0,Binding Cry: level 0,Watchful: level 0,Scout: level 0,Stasis Blade: level 1,Panic Voice: level 2,Force Boost: level 3,Chaos Blade: level 4,Mazandyne: level 5,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Onkot,8,0,0,1281,256,0,0,0,9,37,288,288,138,138,14,0,9,11,15,12,0,0,1: Phys,2459,228,212,6,70,Attack: 30,Brutal Slash: 70,None: 0,None: 0,None: 0,Tarukaja: 50,Sukukaja: 50,None: 0,None: 0,None: 0,Tetrakarn: 100,None: 0,None: 0,None: 0,None: 0,Might: level 0,Berserk: level 0,Tarukaja: level 0,Tetrakarn: level 1,Brutal Slash: level 2,Stone Hunt: level 3,Sukukaja: level 4,Sacrifice: level 5,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Jinn,10,0,0,1281,256,0,0,0,9,44,342,342,189,189,14,0,19,13,14,8,0,0,6: Force,2203,299,291,6,70,Attack: 20,Zandyne: 50,Taunt: 30,None: 0,None: 0,45103: 50,Kamikaze: 20,Diarama: 30,None: 0,None: 0,Attack: 30,Zandyne: 70,None: 0,None: 0,None: 0,Force Boost: level 0,Zandyne: level 0,Mazanma: level 0,Diarama: level 1,Kamikaze: level 2,Flatter: level 3,Taunt: level 4,,,,,,0b100010011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Karasu,10,0,0,1281,256,0,2,0,9,28,234,234,117,117,12,0,11,11,10,8,0,0,6: Force,2453,152,129,17,70,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Wing Buffet: level 0,Tarukaja: level 0,Mana Gain: level 1,Mana Gain: level 1,Gonnection: level 2,Gonnection: level 2,Mahama: level 3,Mahama: level 3,Might: level 4,Might: level 4,Tornado: level 5,Tornado: level 5,0b100110010101,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Dis,10,0,0,1281,256,0,0,0,9,23,198,198,111,111,10,0,14,10,7,6,0,0,10: Ailments,3209,116,92,102,116,Attack: 33,Makajam: 33,Agilao: 34,None: 0,None: 0,Attack: 25,Makajam: 25,Agilao: 25,Stone Gaze: 25,None: 0,Attack: 12,Makajam: 25,Agilao: 25,Stone Gaze: 25,Attack: 13,Tetraja: level 0,Agilao: level 0,Makajam: level 0,Diarama: level 1,Stone Gaze: level 2,Makatora: level 3,Me Patra: level 4,,,,,,0b110010001001,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Isora,8,0,0,1281,256,0,0,0,9,14,132,132,66,66,9,0,8,8,6,3,0,0,4: Ice,2235,65,40,110,70,Ice Breath: 40,Attack: 30,Venom Bite: 30,None: 0,None: 0,Media: 100,None: 0,None: 0,None: 0,None: 0,Venom Bite: 50,Attack: 50,None: 0,None: 0,None: 0,Analyze: level 0,Venom Bite: level 0,Kidnap: level 1,Lullaby: level 2,Ice Breath: level 3,Media: level 4,,,,,,,0b100010111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Apsaras,8,0,0,1281,256,0,0,0,9,8,84,84,42,42,6,0,6,6,5,5,0,0,5: Elec,3209,40,18,111,87,Dormina: 85,Attack: 15,None: 0,None: 0,None: 0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Lullaby: level 0,Seduce: level 0,Mutudi: level 0,Mazio: level 1,Anti Mind: level 2,Makajam: level 3,Dormina: level 4,,,,,,0b110010001001,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Koppa,8,0,0,1281,256,0,0,0,9,19,156,156,87,87,7,0,10,5,13,8,0,0,6: Force,2197,92,66,3944,41,Tarukaja: 60,Attack: 40,None: 0,None: 0,None: 0,Wing Buffet: 50,Shibaboo: 25,Zanma: 25,None: 0,None: 0,Wing Buffet: 20,Shibaboo: 20,Zanma: 20,36916: 30,Kamikaze: 10,Wing Buffet: level 0,Tarukaja: level 0,Watchful: level 1,Shibaboo: level 2,Makatora: level 3,Kamikaze: level 4,Zanma: level 5,,,,,,0b100010010101,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Titania,2056,0,0,1281,256,0,1,0,10,57,432,432,240,240,14,0,23,15,12,13,0,0,7: Magic,3209,456,469,98,70,Attack: 30,Glacial Blast: 40,Pulinpa: 30,None: 0,None: 0,Mediarahan: 30,Pulinpa: 40,Attack: 30,None: 0,None: 0,Attack: 40,Pulinpa: 40,Glacial Blast: 20,None: 0,None: 0,Glacial Blast: level 0,Pester: level 0,Mediarahan: level 1,Pulinpa: level 2,Charisma: level 3,Mana Surge: level 4,Prayer: level 5,,,,,,0b110010001001,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Oberon,4,0,0,1281,256,0,0,0,10,46,354,354,195,195,16,0,19,13,8,10,0,0,2: Support,2461,321,315,111,45,Attack: 20,Makarakarn: 20,Heat Wave: 60,None: 0,None: 0,Mediarama: 20,Makarakarn: 30,Heat Wave: 50,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Heat Wave: level 0,Wooing: level 0,Mediarama: level 0,Makarakarn: level 1,Diarahan: level 2,Tornado: level 3,Bufudyne: level 4,Ziodyne: level 5,,,,,0b100110011101,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Troll,8,0,0,1281,256,0,0,0,10,38,354,354,144,144,14,0,10,21,4,9,0,0,4: Ice,2203,238,222,2,25,Attack: 45,Mabufula: 45,Diarahan: 10,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Begging: level 0,Mutudi: level 0,Mabufula: level 1,Berserk: level 2,Life Gain: level 3,Lightoma: level 4,Diarahan: level 5,,,,,,0b100010011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Setanta,7,0,0,1281,256,0,1,0,10,43,400,400,165,165,17,0,12,20,12,6,0,0,1: Phys,2457,288,279,108,108,Tempest: 50,Guillotine: 50,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Estoma: level 0,Guillotine: level 0,Sukukaja: level 0,Retaliate: level 1,Taunt: level 2,Void Curse: level 3,Wooing: level 4,Tempest: level 5,,,,,0b100110011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Kelpie,10,0,0,1281,256,0,0,0,10,26,210,210,117,117,9,0,13,9,8,7,0,0,2: Support,2235,137,113,101,42,Attack: 34,Pulinpa: 33,Stun Bite: 33,None: 0,None: 0,Attack: 10,Pulinpa: 20,Stun Bite: 20,Diarama: 50,None: 0,Pulinpa: 15,Stun Bite: 15,Diarama: 70,None: 0,None: 0,Pulinpa: level 0,Arbitration: level 0,Paraladi: level 0,Stun Bite: level 1,Void Nerve: level 2,Marin Karin: level 3,Diarama: level 4,,,,,,0b100010111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Pyro Jack,4,0,0,1281,256,0,0,0,10,19,162,162,87,87,8,0,10,8,6,7,0,0,3: Fire,2203,92,66,106,70,Agi: 70,Maragi: 30,None: 0,None: 0,None: 0,Agilao: 50,Maragi: 50,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Agi: level 0,Maragi: level 0,Nag: level 0,Stun Gaze: level 1,Lunge: level 2,Agilao: level 3,Anti Ice: level 4,,,,,,0b100010011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
High Pixie,8,0,0,1281,256,0,2,0,10,10,84,84,48,48,4,0,6,4,6,10,0,0,2: Support,3213,200,100,13,70,Wing Buffet: 30,Attack: 10,32769: 60,None: 0,None: 0,Wing Buffet: 40,32769: 60,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Zio: level 0,Wing Buffet: level 0,Paraladi: level 1,Paraladi: level 1,Me Patra: level 2,Me Patra: level 2,Seduce: level 3,Pester: level 3,Lucky Find: level 4,Lucky Find: level 4,Trafuri: level 5,Trafuri: level 5,0b110010001101,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Jack Frost,10,0,0,1281,256,0,0,0,10,7,78,78,45,45,5,0,8,6,4,4,0,0,4: Ice,2203,36,15,6,70,Bufu: 60,36924: 40,None: 0,None: 0,None: 0,Attack: 20,Mabufu: 80,None: 0,None: 0,None: 0,Attack: 80,Bufu: 20,None: 0,None: 0,None: 0,Bufu: level 0,Gonnection: level 0,Dark Might: level 0,Mabufu: level 1,Trade: level 2,Ice Breath: level 3,Life Refill: level 4,,,,,,0b100010011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Pixie,10,0,0,1281,256,0,0,0,10,2,36,36,18,18,3,0,6,4,2,7,0,0,2: Support,3213,22,5,3334,70,Zio: 40,Dia: 50,Attack: 10,None: 0,None: 0,Attack: 50,Zio: 50,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Dia: level 0,Zio: level 0,Seduce: level 1,Rakunda: level 2,Posumudi: level 3,Wing Buffet: level 4,,,,,,,0b110010001101,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Throne,2570,0,0,1281,256,0,0,0,11,64,598,598,258,258,18,0,22,18,15,15,0,0,8: Expel,2201,555,580,102,70,Mahamaon: 40,Prominence: 30,Mute Gaze: 20,Holy Wrath: 10,None: 0,Holy Wrath: 100,None: 0,None: 0,None: 0,None: 0,Mediarahan: 100,None: 0,None: 0,None: 0,None: 0,Mahamaon: level 0,Prominence: level 0,Brainwash: level 0,Mediarahan: level 1,Mute Gaze: level 2,Holy Wrath: level 3,Debilitate: level 4,,,,,,0b100010011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Dominion,8,0,0,1281,256,0,0,0,11,50,390,390,204,204,15,0,18,15,11,11,0,0,8: Expel,2189,368,368,111,70,Attack: 25,Makajam: 25,Tetrakarn: 25,Violet Flash: 25,None: 0,Attack: 20,Makajam: 20,Tetrakarn: 20,Violet Flash: 20,Diarahan: 20,Attack: 30,Makajam: 30,Tetrakarn: 10,Violet Flash: 30,None: 0,Diarahan: level 0,Violet Flash: level 0,Tetrakarn: level 1,Persuade: level 2,Makakaja: level 3,Makajam: level 4,Mahamaon: level 5,,,,,,0b100010001101,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Virtue,8,0,0,1281,256,0,0,0,11,41,400,400,174,174,12,0,17,17,8,7,0,0,8: Expel,2177,268,256,102,58,Makarakarn: 70,Attack: 30,None: 0,None: 0,None: 0,Attack: 10,Mahama: 20,Thunderclap: 40,Makarakarn: 30,None: 0,Attack: 20,Mahama: 20,Thunderclap: 50,Makarakarn: 10,None: 0,Mahama: level 0,Detain: level 0,Mediarama: level 0,Arid Needle: level 1,Makarakarn: level 2,Mazionga: level 3,Thunderclap: level 4,,,,,,0b100010000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Power,8,0,0,1281,256,0,0,0,11,33,320,320,126,126,16,0,8,16,7,6,0,0,8: Expel,2461,192,173,108,70,Tarukaja: 80,Attack: 20,None: 0,None: 0,None: 0,Attack: 40,Guillotine: 60,None: 0,None: 0,None: 0,Attack: 40,Hamaon: 60,None: 0,None: 0,None: 0,Dark Might: level 0,Brainwash: level 0,Tarukaja: level 0,Guillotine: level 1,Mahama: level 2,Hamaon: level 3,Void Nerve: level 4,,,,,,0b100110011101,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Principality,8,0,0,1281,256,0,0,0,11,28,222,222,120,120,11,0,12,9,7,9,0,0,8: Expel,2445,152,129,106,70,Diarama: 100,None: 0,None: 0,None: 0,None: 0,Hamaon: 80,Attack: 20,None: 0,None: 0,None: 0,Attack: 10,Heat Wave: 50,Hamaon: 40,None: 0,None: 0,Bright Might: level 0,Zanma: level 0,Gonnection: level 0,Diarama: level 1,Mana Bonus: level 2,Hamaon: level 3,Heat Wave: level 4,,,,,,0b100110001101,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Archangel,8,0,0,1281,256,0,0,0,11,18,156,156,72,72,11,0,6,8,7,6,0,0,8: Expel,2461,86,60,2,28,Tarukaja: 100,None: 0,None: 0,None: 0,None: 0,Diarama: 100,None: 0,None: 0,None: 0,None: 0,Mighty Gust: 50,Hama: 50,None: 0,None: 0,None: 0,Tarukaja: level 0,Mighty Gust: level 0,Hama: level 1,Estoma: level 2,Wing Buffet: level 3,Persuade: level 4,Diarama: level 5,,,,,,0b100110011101,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Angel,7,0,0,1281,256,0,0,0,11,11,108,108,54,54,4,0,7,7,7,6,0,0,8: Expel,3205,52,28,2,70,Hama: 40,Attack: 60,None: 0,None: 0,None: 0,Dia: 100,None: 0,None: 0,None: 0,None: 0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Dia: level 0,Hama: level 0,Detain: level 1,Patra: level 2,Petradi: level 3,Stun Needle: level 4,Life Aid: level 5,,,,,,0b110010000101,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Flauros,7,0,0,1281,256,0,0,0,12,68,574,574,246,246,27,0,14,22,13,12,0,0,1: Phys,2523,616,644,1,70,War Cry: 20,Deathbound: 30,Iron Claw: 40,Attack: 10,None: 0,War Cry: 70,Deathbound: 15,Iron Claw: 15,None: 0,None: 0,Deathbound: 50,Iron Claw: 50,None: 0,None: 0,None: 0,Iron Claw: level 0,Blackmail: level 0,War Cry: level 0,Deathbound: level 1,Endure: level 2,Hades Blast: level 3,Life Surge: level 4,Hassohappa: level 5,,,,,0b100111011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Decarabia,8,0,0,1281,256,0,0,0,12,58,450,450,240,240,15,0,22,17,12,12,0,0,7: Magic,2201,470,484,101,70,Sukukaja: 20,Tetrakarn: 50,Attack: 30,None: 0,None: 0,Attack: 5,Megido: 10,Tetrakarn: 5,Eternal Rest: 80,None: 0,Attack: 30,Megido: 35,Tetrakarn: 35,None: 0,None: 0,Analyze: level 0,Haggle: level 0,Tetrakarn: level 0,Sukukaja: level 1,Hell Gaze: level 2,Eternal Rest: level 3,Trafuri: level 4,Megido: level 5,,,,,0b100010011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Ose,4,0,0,1281,256,0,0,0,12,45,570,570,168,168,17,0,11,14,12,11,0,0,1: Phys,2459,310,303,101,121,Attack: 60,Blight: 40,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Rakukaja: level 0,War Cry: level 0,Blight: level 0,Dekaja: level 1,Dekunda: level 2,Blackmail: level 3,Focus: level 4,Makarakarn: level 5,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Berith,8,0,0,1281,256,0,0,0,12,37,360,360,141,141,16,0,10,17,8,6,0,0,3: Fire,2459,228,212,106,70,Attack: 20,Heat Wave: 40,Hellfire: 40,None: 0,None: 0,Attack: 50,Hellfire: 50,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Mudo: level 0,Kidnap: level 0,Heat Wave: level 0,Dekaja: level 1,Maragion: level 2,Dismal Tune: level 3,Fire Boost: level 4,Hellfire: level 5,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Eligor,8,0,0,1281,256,0,0,0,12,29,288,288,114,114,14,0,9,14,6,6,0,0,1: Phys,2459,160,137,103,105,Rakukaja: 100,None: 0,None: 0,None: 0,None: 0,Berserk: 50,Mudo: 50,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Hell Thrust: level 0,Rakukaja: level 0,Dark Might: level 0,Mudo: level 1,Berserk: level 2,Riberama: level 3,Intimidate: level 4,Stone Gaze: level 5,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Forneus,8,0,0,1281,256,0,0,0,12,20,220,220,81,81,10,0,7,10,5,8,0,0,4: Ice,2235,98,73,111,21,Attack: 25,Bufula: 25,Mabufula: 25,Stun Bite: 25,None: 0,Attack: 50,Stun Bite: 50,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Stun Bite: level 0,Riberama: level 0,Bufula: level 1,Loan: level 2,Fog Breath: level 3,Anti Elec: level 4,Mabufula: level 5,,,,,,0b100010111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Yurlungur,8,0,0,1281,256,0,0,0,13,66,633,633,246,246,18,0,16,30,9,13,0,0,2: Support,2201,585,612,1,70,Bolt Storm: 40,Wind Cutter: 40,Rakukaja: 20,None: 0,None: 0,Mediarahan: 50,Bolt Storm: 20,Wind Cutter: 20,Rakukaja: 10,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Ziodyne: level 0,Rakukaja: level 0,Bolt Storm: level 0,Elec Boost: level 1,Mediarahan: level 2,Samrecarm: level 3,Wind Cutter: level 4,,,,,,0b100010011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Quetzacoatl,8,0,0,1281,256,0,0,0,13,55,492,492,201,201,16,0,12,27,9,11,0,0,4: Ice,2239,430,439,105,70,Attack: 33,Stone Bite: 34,Berserk: 33,None: 0,None: 0,Attack: 25,Stone Bite: 25,Berserk: 25,Toxic Cloud: 25,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Stone Bite: level 0,Gonnection: level 0,Glacial Blast: level 0,Berserk: level 1,Ice Boost: level 2,Ice Drain: level 3,Toxic Cloud: level 4,Recarmdra: level 5,,,,,0b100010111111,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Raja Naga,8,0,0,1281,256,0,2,0,13,37,348,348,138,138,15,0,9,21,8,9,0,0,5: Elec,2203,228,212,15,70,Attack: 30,Shock: 50,Tempest: 20,None: 0,None: 0,Attack: 10,Shock: 40,Tempest: 20,36943: 30,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Drain Attack: level 0,Tarukaja: level 0,Counter: level 1,Counter: level 1,Shock: level 2,Shock: level 2,Wooing: level 3,Wooing: level 3,Tempest: level 4,Tempest: level 4,Void Fire: level 5,Void Fire: level 5,0b100010011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Mizuchi,15,0,0,1281,256,0,0,0,13,34,360,360,144,144,12,0,13,19,7,7,0,0,4: Ice,2201,201,182,111,70,Berserk: 30,Bufula: 30,Makarakarn: 20,Fog Breath: 10,Attack: 10,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Bufula: level 0,Mabufula: level 0,Makakaja: level 0,Makarakarn: level 1,Me Patra: level 2,Berserk: level 3,Fog Breath: level 4,,,,,,0b100010011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Naga,8,0,0,1281,256,0,0,0,13,28,264,264,108,108,13,0,8,16,7,8,0,0,5: Elec,2459,152,129,105,70,Tarukaja: 34,Zionga: 33,Hell Thrust: 33,None: 0,None: 0,Attack: 33,Hell Thrust: 34,Zionga: 33,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Drain Attack: level 0,Tarukaja: level 0,Trade: level 0,Life Gain: level 1,Fog Breath: level 2,Hell Thrust: level 3,Zionga: level 4,,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Nozuchi,8,0,0,1281,256,0,0,0,13,14,162,162,60,60,11,0,6,10,4,7,0,0,1: Phys,2195,65,40,106,70,Toxic Cloud: 50,Lunge: 35,Rakukaja: 15,None: 0,None: 0,Toxic Cloud: 20,Lunge: 40,Rakukaja: 20,Attack: 20,None: 0,Sacrifice: 5,Lunge: 35,Attack: 60,None: 0,None: 0,Lunge: level 0,Toxic Cloud: level 0,Counter: level 1,Flatter: level 2,Rakukaja: level 3,Sacrifice: level 4,,,,,,,0b100010010011,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Cerberus,8,0,0,1281,256,0,0,0,14,61,592,592,225,225,23,0,14,15,17,12,0,0,3: Fire,2299,512,532,106,70,Iron Claw: 40,Binding Cry: 20,Hellfire: 40,None: 0,None: 0,Hellfire: 70,Iron Claw: 30,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Iron Claw: level 0,Binding Cry: level 0,Fog Breath: level 0,Retaliate: level 1,Detain: level 2,Hellfire: level 3,Attack All: level 4,,,,,,0b100011111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Orthrus,8,0,0,1281,256,0,0,0,14,34,340,340,129,129,16,0,8,13,11,6,0,0,3: Fire,2299,201,182,2,70,Attack: 33,Stun Claw: 33,Fire Breath: 34,None: 0,None: 0,War Cry: 40,Stun Claw: 30,Attack: 30,None: 0,None: 0,Fire Breath: 100,None: 0,None: 0,None: 0,None: 0,Fire Breath: level 0,Stun Claw: level 0,Fire Boost: level 1,Scout: level 2,War Cry: level 3,Hell Fang: level 4,,,,,,,0b100011111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Sparna,7,0,0,1281,256,0,0,0,14,54,408,408,219,219,13,0,19,14,22,11,0,0,6: Force,2271,417,424,30,70,Attack: 40,Sukukaja: 10,Fog Breath: 10,Zandyne: 40,None: 0,Attack: 40,Sukukaja: 30,Fog Breath: 10,Zandyne: 20,None: 0,Attack: 50,Zandyne: 50,None: 0,None: 0,None: 0,Zandyne: level 0,Fog Breath: level 0,Sukukaja: level 0,Mazandyne: level 1,Venom Claw: level 2,Stone Hunt: level 3,Diarahan: level 4,,,,,,0b100011011111,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Badb Catha,10,0,0,1281,256,0,0,0,14,23,186,186,87,87,11,0,6,8,12,6,0,0,1: Phys,2271,116,92,104,70,Attack: 60,Needle Rush: 40,None: 0,None: 0,None: 0,Wing Buffet: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Liftoma: level 0,Needle Rush: level 0,Detain: level 1,Wing Buffet: level 2,Anti Force: level 3,Mana Aid: level 4,,,,,,,0b100011011111,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Inugami,8,0,0,1281,256,0,0,0,14,13,132,132,60,60,10,0,7,9,6,5,0,0,1: Phys,2235,60,36,6,70,Rakunda: 70,Attack: 30,None: 0,None: 0,None: 0,Feral Bite: 80,Attack: 20,None: 0,None: 0,None: 0,Rakunda: 60,Panic Voice: 40,None: 0,None: 0,None: 0,Fire Breath: level 0,Feral Bite: level 0,Media: level 1,Rakunda: level 2,Fog Breath: level 3,Panic Voice: level 4,,,,,,,0b100010111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Nekomata,10,0,0,1281,256,0,0,0,14,18,156,156,90,90,7,0,12,8,7,7,0,0,10: Ailments,2249,86,60,18,22,Marin Karin: 70,Feral Claw: 20,Stun Needle: 10,None: 0,None: 0,Marin Karin: 35,Feral Claw: 55,Stun Needle: 10,None: 0,None: 0,Feral Claw: 60,Attack: 40,None: 0,None: 0,None: 0,Stun Needle: level 0,Marin Karin: level 0,Paraladi: level 0,Mana Bonus: level 1,Feral Claw: level 2,Pester: level 3,Mute Gaze: level 4,,,,,,0b100011001001,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
